paper_id,title,year,citation_count,references
W2136922672,A Fast Learning Algorithm for Deep Belief Nets,2006,16255,"['W66838807', 'W145818128', 'W1802356529', 'W1973419624', 'W1983423683', 'W1993845689', 'W2004940028', 'W2033272835', 'W2057175746', 'W2070534370', 'W2077947937', 'W2083380015', 'W2091886411', 'W2095038093', 'W2101706260', 'W2112796928', 'W2114153178', 'W2116064496', 'W2124537004', 'W2124914669', 'W2125663122', 'W2131329059', 'W2131686571', 'W2138448681', 'W2156163116', 'W2156740722', 'W2158778629', 'W2159080219', 'W2159737176', 'W2567948266', 'W4240861491']"
W2154845780,DnaSP v5: a software for comprehensive analysis of DNA polymorphism data,2009,16251,"['W1546828436', 'W1742186012', 'W2061680337', 'W2070335941', 'W2083878136', 'W2100412820', 'W2102234847', 'W2108675597', 'W2109887043', 'W2110755408', 'W2114058116', 'W2115837368', 'W2116668053', 'W2117884309', 'W2123653399', 'W2126334905', 'W2128016314', 'W2135408377', 'W2140784970', 'W2171689933', 'W6632567943']"
W2169821755,NMRPipe: A multidimensional spectral processing system based on UNIX pipes,1995,16245,"['W142187336', 'W161994183', 'W168853335', 'W1005786615', 'W1038395503', 'W1591051730', 'W1964371608', 'W1964392627', 'W1971359249', 'W1972655409', 'W1977828379', 'W1978225136', 'W1979546591', 'W1986261944', 'W1993752613', 'W1997444589', 'W1998944135', 'W2002744092', 'W2003641880', 'W2005354321', 'W2013574623', 'W2017703249', 'W2017847953', 'W2024027456', 'W2024712205', 'W2029244085', 'W2045546826', 'W2047796490', 'W2051813733', 'W2055497516', 'W2067519380', 'W2068020400', 'W2068227670', 'W2073327565', 'W2078591248', 'W2081148620', 'W2082176639', 'W2086605044', 'W2088810091', 'W2092701914', 'W2093700493', 'W2093701507', 'W2095173456', 'W2102501226', 'W2125981988', 'W2134342348', 'W2165887549', 'W2951718550', 'W2982246412', 'W3174107850']"
W2955504961,Guide for the Care and Use of Laboratory Animals,2011,16225,[]
W2153000380,Knowledge and Teaching:Foundations of the New Reform,1987,16224,"['W80487854', 'W297531118', 'W350747522', 'W582627861', 'W598809776', 'W628885428', 'W1527743367', 'W1529419668', 'W1529469719', 'W1584236031', 'W1988561467', 'W2000267343', 'W2006267271', 'W2012232191', 'W2027890964', 'W2032466365', 'W2036942355', 'W2061781026', 'W2083236651', 'W2091647120', 'W2131173685', 'W2140369176', 'W2156812830', 'W2322288693', 'W2324614204', 'W2752332555', 'W3199615489', 'W4285719527', 'W6654024728', 'W7077038756']"
W2004008756,Psychophysical bases of perceived exertion,1982,16210,[]
W2021341670,Integrative genomics viewer,2011,16209,"['W1990095531', 'W1999746344', 'W2025183726', 'W2122270655', 'W2127226151', 'W2143325524', 'W2148683465', 'W2152710395', 'W2158092584', 'W2161289668', 'W2166422007', 'W2170488656', 'W2171777347', 'W2247766769', 'W2885727518']"
W3006659024,The psychological impact of quarantine and how to reduce it: rapid review of the evidence,2020,16195,"['W1574433669', 'W1586661029', 'W1705041815', 'W1971131248', 'W1973132254', 'W1980500731', 'W1986605986', 'W1990329824', 'W1997995919', 'W2015590916', 'W2028368011', 'W2036410023', 'W2038105839', 'W2039371348', 'W2051329386', 'W2057197096', 'W2062294511', 'W2065757920', 'W2079929038', 'W2085395707', 'W2087193196', 'W2088378896', 'W2090482984', 'W2092611456', 'W2109525459', 'W2117801927', 'W2118137912', 'W2138367718', 'W2148806795', 'W2150483277', 'W2169337111', 'W2170812681', 'W2192952483', 'W2336678555', 'W2494500655', 'W2548791536', 'W2552325832', 'W2586817597', 'W2740368168', 'W2775241253', 'W2784999760', 'W2789955342', 'W3003379403', 'W6637315428', 'W6684728116']"
W2766736793,Learning Internal Representations by Error Propagation,1985,16191,[]
W2593436234,"SwissADME: a free web tool to evaluate pharmacokinetics, drug-likeness and medicinal chemistry friendliness of small molecules",2017,16179,"['W84368778', 'W1491051499', 'W1561210178', 'W1777073001', 'W1974229648', 'W1980119166', 'W1981848002', 'W1983478747', 'W1987612487', 'W1991590537', 'W1997362383', 'W2000246385', 'W2000617311', 'W2003076573', 'W2009867031', 'W2011505858', 'W2012444866', 'W2014858249', 'W2016359652', 'W2016381774', 'W2020375551', 'W2023050422', 'W2032049376', 'W2033495141', 'W2039478311', 'W2041791898', 'W2042338355', 'W2043509228', 'W2045776044', 'W2051096877', 'W2051419785', 'W2052907531', 'W2061800084', 'W2066273100', 'W2069126953', 'W2069457036', 'W2072953968', 'W2074274985', 'W2076498053', 'W2085663480', 'W2090996511', 'W2091450245', 'W2095461739', 'W2095588466', 'W2096705340', 'W2101078720', 'W2102479939', 'W2103226619', 'W2105649494', 'W2113364934', 'W2119821739', 'W2125756340', 'W2132262459', 'W2132802776', 'W2134356816', 'W2135732933', 'W2143645910', 'W2144877918', 'W2148365177', 'W2151823004', 'W2153635508', 'W2158425599', 'W2160592148', 'W2168938595', 'W2169678694', 'W2171791920', 'W2171830166', 'W2176516200', 'W2177317049', 'W2313968233', 'W2396930286', 'W2401677822', 'W2463036497', 'W2474047672', 'W2766793182']"
W2970971581,"PyTorch: An Imperative Style, High-Performance Deep Learning Library",2019,16163,[]
W2752853835,The Art of Computer Programming,1968,16147,[]
W2904250082,Genetic Algorithms,2002,16131,[]
W2124386111,Object recognition from local scale-invariant features,1999,16113,"['W22745672', 'W1539520144', 'W1553558465', 'W2011891945', 'W2030863706', 'W2034501924', 'W2042243448', 'W2054794997', 'W2068204893', 'W2096077837', 'W2096600681', 'W2106002764', 'W2122672396', 'W2123977795', 'W2124087378', 'W2131806657', 'W2135884851', 'W2142756981', 'W2143073827', 'W2143539328', 'W2148547658', 'W2149814923', 'W2166928547', 'W2914885528', 'W6682193082']"
W2070227796,"<i>ATHENA</i>,<i>ARTEMIS</i>,<i>HEPHAESTUS</i>: data analysis for X-ray absorption spectroscopy using<i>IFEFFIT</i>",2005,16088,"['W568998469', 'W1584247638', 'W1983138570', 'W2016050070', 'W2018222553', 'W2023692073', 'W2043153516', 'W2068625088', 'W2070942956', 'W2076278348', 'W2087599743', 'W2088991848', 'W2123850683', 'W6634920491']"
W2042602209,Ordered mesoporous molecular sieves synthesized by a liquid-crystal template mechanism,1992,16078,"['W604933559', 'W1529433566', 'W1982349452', 'W1987082790', 'W2011020653', 'W2025157535', 'W2032322711', 'W2051817722', 'W2055405437', 'W2055942778', 'W2067442875', 'W2073792053', 'W2078714443', 'W2124288779', 'W2133386528', 'W2312199777', 'W2725265615', 'W2971249720', 'W3216361837', 'W4234466850', 'W6600653764']"
W2789843538,Minimap2: pairwise alignment for nucleotide sequences,2018,16076,"['W26356079', 'W1579534339', 'W1980038595', 'W1983265703', 'W1998268440', 'W2017265532', 'W2021341670', 'W2068448872', 'W2068519185', 'W2095680943', 'W2103441770', 'W2106678197', 'W2108234281', 'W2109521234', 'W2137759177', 'W2141978199', 'W2143788241', 'W2144560237', 'W2146379626', 'W2158714788', 'W2162889091', 'W2168133698', 'W2169456326', 'W2170551349', 'W2191136822', 'W2194172909', 'W2260037449', 'W2337261418', 'W2521124250', 'W2604364312', 'W2607669908', 'W2779975541', 'W2784788330', 'W2788876413', 'W2950121474', 'W2952450312', 'W2953020124', 'W2953174564', 'W4236356242', 'W4247053599', 'W4253539230', 'W4394666350', 'W6674561012', 'W6681532532', 'W6764305080']"
W2964015378,Detecting Functionality-Specific Vulnerabilities via Retrieving Individual Functionality-Equivalent APIs in Open-Source Repositories,2025,16061,[]
W2089876099,"Nonlinear Oscillations, Dynamical Systems, and Bifurcations of Vector Fields",1983,16044,['W2162870748']
W2127322768,"Fast, scalable generation of high‐quality protein multiple sequence alignments using Clustal Omega",2011,16017,"['W1590240800', 'W1861776684', 'W1996681309', 'W2004178884', 'W2011289056', 'W2017777683', 'W2036295979', 'W2073459066', 'W2092672051', 'W2110241016', 'W2112011435', 'W2115394533', 'W2120866529', 'W2127520112', 'W2127774996', 'W2132926880', 'W2136570298', 'W2137015675', 'W2140872496', 'W2141670298', 'W2141885858', 'W2144362290', 'W2145268834', 'W2148047088', 'W2149531726', 'W2151831732', 'W2164974577', 'W4210623056']"
W2019207321,ANFIS: adaptive-network-based fuzzy inference system,1993,16009,"['W17771929', 'W37058475', 'W118754115', 'W185569888', 'W602374820', 'W1492221128', 'W1497773890', 'W1541274513', 'W1562402498', 'W1569320505', 'W1585803900', 'W1603455683', 'W1605744672', 'W1965324089', 'W1975279733', 'W1985976032', 'W1999233113', 'W2002956082', 'W2006093877', 'W2024184249', 'W2034637379', 'W2041280856', 'W2046738003', 'W2061383870', 'W2062706881', 'W2076579537', 'W2077493113', 'W2079325629', 'W2094631910', 'W2101036899', 'W2101964053', 'W2102479866', 'W2103269436', 'W2105934661', 'W2106504576', 'W2109779438', 'W2112462566', 'W2116308743', 'W2127385318', 'W2138484437', 'W2142128127', 'W2142592520', 'W2150483639', 'W2153244676', 'W2155399784', 'W2158397111', 'W2163464479', 'W2164359548', 'W2171277043', 'W2247566062', 'W2259289169', 'W2330022088', 'W2633139931', 'W2766736793', 'W2895674046', 'W3038830718', 'W3121126077', 'W3121926921']"
W2614464134,WorldClim 2: new 1‐km spatial resolution climate surfaces for global land areas,2017,16003,"['W1635357995', 'W1867005924', 'W1966334841', 'W1970940206', 'W1982651924', 'W1985949400', 'W1997245731', 'W2001618596', 'W2003809838', 'W2009902605', 'W2021753259', 'W2033585087', 'W2040223369', 'W2045228192', 'W2053683629', 'W2061142593', 'W2068706644', 'W2076358440', 'W2078580016', 'W2084225991', 'W2084744129', 'W2085925703', 'W2091447923', 'W2110521309', 'W2112776483', 'W2117104744', 'W2140892399', 'W2168997286', 'W2178059220', 'W2179545855', 'W2180436853', 'W2244349766', 'W3139445183', 'W6690458705']"
W1985749074,"Social Network Sites: Definition, History, and Scholarship",2007,15987,"['W7102852', 'W106190138', 'W228415122', 'W427368271', 'W1546650522', 'W1569748559', 'W1689991769', 'W1792840760', 'W1979565489', 'W1991656460', 'W1991942377', 'W1997879853', 'W2000435852', 'W2016563917', 'W2018279031', 'W2033314190', 'W2035208776', 'W2039688301', 'W2072895661', 'W2080512697', 'W2094425058', 'W2095856564', 'W2099556653', 'W2111304557', 'W2114353347', 'W2119179438', 'W2122218759', 'W2122710250', 'W2129636576', 'W2142328265', 'W2150045067', 'W2154767394', 'W2159730225', 'W2162450625', 'W2164514422', 'W2166323020', 'W2167595716', 'W2182951319', 'W2187227682', 'W2273674799', 'W2335888457', 'W2432978112', 'W2486390790', 'W3101507098', 'W3214831121', 'W4242412122', 'W4285719527', 'W6681259134']"
W2159707944,GSVA: gene set variation analysis for microarray and RNA-Seq data,2013,15980,"['W1966603980', 'W1967643634', 'W1968309175', 'W1974466704', 'W1977404151', 'W1989773675', 'W1992045522', 'W2014620140', 'W2016707708', 'W2018116321', 'W2020859582', 'W2020958409', 'W2021151787', 'W2026280251', 'W2027455260', 'W2027895157', 'W2058358568', 'W2062427887', 'W2065113945', 'W2078075583', 'W2078284062', 'W2081098333', 'W2095900642', 'W2100980426', 'W2102074241', 'W2105022693', 'W2106787509', 'W2107060225', 'W2107665951', 'W2109972881', 'W2110065044', 'W2111413836', 'W2111476798', 'W2114104545', 'W2117007075', 'W2118069309', 'W2119279196', 'W2120024428', 'W2123106337', 'W2123696077', 'W2123879591', 'W2124704116', 'W2129905273', 'W2130410032', 'W2133465414', 'W2134736660', 'W2135091761', 'W2135230352', 'W2135891958', 'W2138551378', 'W2139036189', 'W2140987848', 'W2141703917', 'W2145126338', 'W2154431984', 'W2158384363', 'W2160697532', 'W2161289668', 'W2165342893', 'W2167119716', 'W2167806431', 'W2170219300', 'W2582743722', 'W2962711993', 'W2962821542', 'W3147310958', 'W4233014035', 'W4235169531', 'W4246697467']"
W1980564456,Intuitionistic fuzzy sets,1986,15920,"['W3023866341', 'W6645451138']"
W2066636486,The anatomy of a large-scale hypertextual Web search engine,1998,15880,"['W110443600', 'W1854214752', 'W1979126145', 'W1981202432', 'W2006119904', 'W2029341294', 'W2051804774', 'W2054119298', 'W2073788020', 'W2095150974', 'W2105276905', 'W2113641191', 'W2145311040', 'W2160484851', 'W2738227713', 'W2911756228', 'W6604611248', 'W6645485993', 'W6657826343', 'W6664215139', 'W6677132537', 'W6681370887']"
W4235608110,Bowling alone,2000,15851,[]
W2129905273,Density Estimation for Statistics and Data Analysis,2018,15849,[]
W1966078827,"GROMACS 4:  Algorithms for Highly Efficient, Load-Balanced, and Scalable Molecular Simulation",2008,15848,"['W1491824558', 'W1963819448', 'W1976499671', 'W1979761148', 'W1986316472', 'W1986938998', 'W1987284299', 'W1991966795', 'W2006748749', 'W2012220598', 'W2020462241', 'W2029397468', 'W2035687084', 'W2049475242', 'W2051381895', 'W2054245998', 'W2059013803', 'W2068858848', 'W2083206954', 'W2095159785', 'W2103945336', 'W2106140689', 'W2107572441', 'W2123768693', 'W2128572087', 'W2128824543', 'W2131025577', 'W2150981663', 'W2156871002', 'W2164829352', 'W2171268876']"
W2123036062,A Method of Computing the Effectiveness of an Insecticide,1925,15846,[]
W4234347480,Computer Simulation of Liquids,1988,15842,[]
W2168696662,RAxML-VI-HPC: maximum likelihood-based phylogenetic analyses with thousands of taxa and mixed models,2006,15835,"['W1971415551', 'W2020305032', 'W2099641476', 'W2101464940', 'W2103088017', 'W2103513093', 'W2103546861', 'W2117752525', 'W2127836105', 'W2146058063', 'W2159310387', 'W3142322755']"
W1815596065,Confirmatory factor analysis for applied research,2007,15824,[]
W2063792498,The genetical evolution of social behaviour. I,1964,15807,"['W409804519', 'W563985899', 'W1598592559', 'W1965894460', 'W1985783600', 'W1987197383', 'W1990473722', 'W1990905834', 'W1997318757', 'W2001849504', 'W2004778468', 'W2007884373', 'W2012598234', 'W2028356628', 'W2034416136', 'W2040018087', 'W2047067576', 'W2049938097', 'W2054222292', 'W2054302895', 'W2057806809', 'W2066052682', 'W2073967306', 'W2091507780', 'W2093126179', 'W2103889014', 'W2111045397', 'W2312347725', 'W2314700931', 'W2315815162', 'W2316489208', 'W2316857075', 'W2317597502', 'W2319300498', 'W2321930454', 'W2323577076', 'W2324912430', 'W2332429731', 'W2556090403', 'W2796006040', 'W2936247526', 'W2942749752', 'W2963410008', 'W4210576943', 'W6730313936']"
W2168420558,The MIQE Guidelines: Minimum Information for Publication of Quantitative Real-Time PCR Experiments,2009,15786,"['W1491958371', 'W1536254390', 'W1536280421', 'W1544923801', 'W1559908984', 'W1577577364', 'W1594653092', 'W1816116508', 'W1963563809', 'W1975555474', 'W1977079045', 'W1977632364', 'W1991056282', 'W1993506358', 'W2001526641', 'W2006912288', 'W2008183439', 'W2009247672', 'W2017608360', 'W2018856693', 'W2019331497', 'W2022227920', 'W2029069236', 'W2034632458', 'W2036862498', 'W2047941064', 'W2049284870', 'W2050554833', 'W2065116736', 'W2068874460', 'W2070838737', 'W2073857965', 'W2084175877', 'W2093451884', 'W2096077361', 'W2096387803', 'W2099249565', 'W2100187217', 'W2100869063', 'W2100903722', 'W2105319066', 'W2105423509', 'W2107726313', 'W2108244474', 'W2113153354', 'W2114570899', 'W2118615056', 'W2121652333', 'W2121665844', 'W2127535576', 'W2127815022', 'W2128307328', 'W2128523381', 'W2130439102', 'W2134558545', 'W2137089963', 'W2137334556', 'W2138581811', 'W2139997876', 'W2140397282', 'W2140535402', 'W2142966824', 'W2143146123', 'W2143297413', 'W2144677167', 'W2146069457', 'W2146570715', 'W2146840772', 'W2148399348', 'W2148598563', 'W2150705960', 'W2151051330', 'W2152742872', 'W2154273881', 'W2155173012', 'W2161199707', 'W2162128049', 'W2163262673', 'W2163404163', 'W2164095252', 'W2165151268', 'W2166642834', 'W2168420558', 'W2170949754', 'W2171873429', 'W2175115090', 'W2400744200', 'W2579829632', 'W3021510377', 'W3102812597', 'W4254533614', 'W4285719527']"
W201578715,Sensemaking in Organizations,1996,15783,[]
W11476871,C60: Buckminsterfullerene,1985,15775,"['W1217826182', 'W1984745062', 'W2010365447', 'W2069438435', 'W2083130939', 'W2160777817']"
W1995017064,Crystallography &amp; NMR System: A New Software Suite for Macromolecular Structure Determination,1998,15770,"['W1481344232', 'W1510543252', 'W1530792563', 'W1570906644', 'W1632997067', 'W1757061999', 'W1969156185', 'W1972190404', 'W1973621188', 'W1975914851', 'W1979131204', 'W1979936737', 'W1993390869', 'W1996607909', 'W2001575235', 'W2011009086', 'W2015248861', 'W2016098772', 'W2021876859', 'W2024534366', 'W2025305309', 'W2027249579', 'W2035346668', 'W2035409833', 'W2037304739', 'W2043662803', 'W2044815019', 'W2045192978', 'W2047173579', 'W2047768577', 'W2055898626', 'W2060448324', 'W2065300643', 'W2066318940', 'W2072789222', 'W2075299598', 'W2077981203', 'W2083031722', 'W2084763593', 'W2088686292', 'W2091406106', 'W2094060360', 'W2132177601', 'W2139783945', 'W2147305636', 'W2156995522', 'W2162362489', 'W2419271322']"
W2167928095,Theory Building From Cases: Opportunities And Challenges,2007,15752,"['W628172195', 'W1499268907', 'W1564259384', 'W1607675442', 'W1919026880', 'W1970959237', 'W1977101619', 'W1983478509', 'W1993662293', 'W1994323678', 'W1999729975', 'W2000048773', 'W2006479099', 'W2007598390', 'W2008913319', 'W2017985454', 'W2062412138', 'W2069068805', 'W2079423558', 'W2080317642', 'W2093643082', 'W2094937329', 'W2099358840', 'W2103756065', 'W2106154654', 'W2107325449', 'W2115497642', 'W2117566259', 'W2126576179', 'W2128300405', 'W2137972992', 'W2139067007', 'W2141116345', 'W2141951329', 'W2145501277', 'W2146691185', 'W2147226379', 'W2148222547', 'W2153041355', 'W2177997627', 'W2329395632', 'W2334633344', 'W2582377764', 'W2904927769', 'W2907899433', 'W3213344977', 'W4239279289', 'W4388183998']"
W2114843025,Integrative Analysis of Complex Cancer Genomics and Clinical Profiles Using the cBioPortal,2013,15731,"['W112064364', 'W1999895438', 'W2005274511', 'W2005568709', 'W2019961381', 'W2021341670', 'W2025183726', 'W2029335938', 'W2039633811', 'W2043398720', 'W2069157810', 'W2082668371', 'W2086797990', 'W2096283457', 'W2096766502', 'W2102140136', 'W2107249189', 'W2107633226', 'W2111326065', 'W2121362757', 'W2121906867', 'W2122863289', 'W2123696077', 'W2137052779', 'W2137297899', 'W2141149378', 'W2141885858', 'W2144940507', 'W2149441684', 'W2157852151', 'W2159675211', 'W2164298117', 'W2262414037', 'W2275877493', 'W4210623056']"
W2118016181,On the Evaluation of Structural Equation Models,1988,15725,"['W257363968', 'W1174687042', 'W1968509559', 'W1971650987', 'W1974771326', 'W1987258130', 'W1994083798', 'W2007281921', 'W2011319329', 'W2023172395', 'W2024233657', 'W2026487929', 'W2041094138', 'W2042539525', 'W2047061503', 'W2047104567', 'W2050830766', 'W2051202561', 'W2056453713', 'W2059355990', 'W2066919226', 'W2068678418', 'W2069693337', 'W2077477140', 'W2094142183', 'W2094817277', 'W2123336645', 'W2141779274', 'W2142635246', 'W2149608872', 'W2168175751', 'W2168659786', 'W2170567128', 'W2314170406', 'W2315698671', 'W2318764207', 'W2324188776', 'W2334062494']"
W4292363360,Distributed Optimization and Statistical Learning via the Alternating Direction Method of Multipliers,2010,15705,[]
W2139248078,New Guidelines to Evaluate the Response to Treatment in Solid Tumors,2000,15689,"['W224697977', 'W1995634658', 'W1996285570', 'W2024956018', 'W2028269517', 'W2107907914', 'W2167805334']"
W2990714382,Journal of Physics: Conference Series,2013,15681,"['W1586291495', 'W2101627273', 'W3023112600', 'W3147950142', 'W4230965454', 'W4238096915', 'W4293859067']"
W2122111042,Nearest neighbor pattern classification,1967,15648,"['W1984314602', 'W2024581991', 'W2050913223', 'W2056615497', 'W2083417201', 'W3208887124', 'W4206766949', 'W6803211752']"
W2131773668,EFFICIENT CAPITAL MARKETS: A REVIEW OF THEORY AND EMPIRICAL WORK*,1970,15648,"['W66483636', 'W149661105', 'W1591559241', 'W1989275788', 'W1992563875', 'W1993709375', 'W1995754740', 'W2029056003', 'W2035416181', 'W2040601152', 'W2046712495', 'W2060539744', 'W2062229217', 'W2073623700', 'W2078411075', 'W2078838966', 'W2081432842', 'W2083148578', 'W2088204895', 'W2090637028', 'W2100862493', 'W2103096761', 'W2110031484', 'W2110321237', 'W2138497618', 'W2140911506', 'W2169350144', 'W2333836031', 'W2626338623', 'W2764917663', 'W2795413297', 'W3122187992', 'W3122228372', 'W3123462387', 'W3124298675', 'W3125246470', 'W3151910759', 'W4230661391', 'W4231237509', 'W4239488419', 'W4240307802', 'W4241584625', 'W4242595893', 'W4242674552', 'W4254476614', 'W4285719527', 'W4385795614']"
W2473786944,EuroQol - a new facility for the measurement of health-related quality of life,1990,15642,"['W1537598136', 'W1769129548', 'W1987527770', 'W1993350950', 'W2008433096', 'W2013705654', 'W2043445373', 'W2093075457', 'W2095161817', 'W2160589921', 'W6637826913', 'W6674224664']"
W2949117887,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,2024,15639,"['W104184427', 'W1677182931', 'W1762484328', 'W2019866374', 'W2034368206', 'W2084894614', 'W2095705004', 'W2112796928', 'W2123649031', 'W2125930537', 'W2127230474', 'W2146502635', 'W2152424459', 'W2168231600', 'W2950179405', 'W2952020226']"
W2145096794,Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information,2006,15629,"['W1230149588', 'W1983794113', 'W1986931325', 'W1986938753', 'W1990512479', 'W1997149618', 'W2006707084', 'W2012365979', 'W2035816523', 'W2059245204', 'W2067111814', 'W2075894130', 'W2090744237', 'W2099641086', 'W2103559027', 'W2115090644', 'W2116148865', 'W2125455772', 'W2129086087', 'W2129918728', 'W2136235822', 'W2154332973', 'W2157969180', 'W2158537680', 'W2163032969', 'W2167839759', 'W2168335598', 'W2337568266', 'W2607928667', 'W2798909945', 'W3029645440', 'W4240906956', 'W4285719527', 'W4293775970', 'W6627979556', 'W6679608192']"
W2990138404,Advances in Neural Information Processing Systems 19,2007,15619,[]
W2950504429,Reflecting on reflexive thematic analysis,2019,15609,"['W81685006', 'W792039022', 'W938023657', 'W1483822235', 'W1525564204', 'W1534812101', 'W1588965071', 'W1936633569', 'W1951008065', 'W1966931250', 'W1979290264', 'W1980676196', 'W2000693941', 'W2079812037', 'W2089164843', 'W2108220391', 'W2117984940', 'W2129485653', 'W2145688328', 'W2149285103', 'W2155427662', 'W2170586945', 'W2320257247', 'W2332267897', 'W2426090710', 'W2506607469', 'W2535682359', 'W2578740911', 'W2588008749', 'W2590250792', 'W2612597266', 'W2755123198', 'W2771276980', 'W2776699744', 'W2999632574', 'W3110570727', 'W3134427541', 'W4230098495', 'W4232488826', 'W4232977219', 'W4244932993', 'W4248854933', 'W4249811741', 'W4315817451', 'W4364348136', 'W4401744808', 'W4405580852']"
W3005235420,IQ-TREE 2: New Models and Efficient Methods for Phylogenetic Inference in the Genomic Era,2020,15604,"['W376280045', 'W569294424', 'W755194005', 'W1813030236', 'W1900937478', 'W1983102293', 'W1994597060', 'W1996835973', 'W2021600621', 'W2026551295', 'W2031611770', 'W2051161693', 'W2067136705', 'W2095523744', 'W2098448352', 'W2100030044', 'W2102424972', 'W2110059512', 'W2111211467', 'W2111647009', 'W2112956791', 'W2116099439', 'W2119900532', 'W2122082385', 'W2124790653', 'W2126917299', 'W2133870991', 'W2139146574', 'W2140689424', 'W2141052558', 'W2145562754', 'W2150270014', 'W2165379901', 'W2170996473', 'W2244539358', 'W2286962642', 'W2344940607', 'W2394958679', 'W2558419142', 'W2614081736', 'W2744971808', 'W2761939397', 'W2902439909', 'W2917207851', 'W2949367299', 'W2949867654', 'W2950001245', 'W2950009653', 'W2951464304', 'W2951691340', 'W2952045272', 'W2952596786', 'W2963276645', 'W2966384155', 'W4233815609', 'W4299995088', 'W6696158138']"
W2257979135,Mastering the game of Go with deep neural networks and tree search,2016,15581,"['W50617830', 'W170811313', 'W182596629', 'W202421935', 'W580037270', 'W1492505991', 'W1497290640', 'W1500868819', 'W1501727541', 'W1509593372', 'W1510972507', 'W1512315140', 'W1528097685', 'W1542941925', 'W1551466210', 'W1563895031', 'W1574724904', 'W1587022413', 'W1589775371', 'W1625390266', 'W1714211023', 'W1863869622', 'W1888434271', 'W1947291763', 'W1977989560', 'W1981276685', 'W1989923401', 'W1994685255', 'W1997840820', 'W2020135152', 'W2029572069', 'W2041367235', 'W2056740053', 'W2099001564', 'W2100677568', 'W2101101673', 'W2110630796', 'W2114735315', 'W2119717200', 'W2121863487', 'W2126316555', 'W2128020951', 'W2134264591', 'W2134400955', 'W2135129960', 'W2135997697', 'W2144354855', 'W2145339207', 'W2153039919', 'W2154291838', 'W2155027007', 'W2157803532', 'W2159920598', 'W2161608691', 'W2163605009', 'W2168231600', 'W2342614577', 'W2535938846', 'W2588285293', 'W2911296969', 'W2913764096', 'W2919115771', 'W4214717370', 'W4285719527', 'W4321428174', 'W6684859321']"
W2031611770,FastTree 2 – Approximately Maximum-Likelihood Trees for Large Alignments,2010,15574,"['W113427216', 'W1496346569', 'W1600438564', 'W1814244002', 'W1969345623', 'W1988925586', 'W1996835973', 'W2011289056', 'W2016518608', 'W2029423003', 'W2030966943', 'W2097386339', 'W2097706568', 'W2098448352', 'W2102424972', 'W2103513093', 'W2103546861', 'W2105329815', 'W2108911240', 'W2109586018', 'W2111211467', 'W2112956791', 'W2119900532', 'W2120819924', 'W2121918723', 'W2124790653', 'W2127520112', 'W2127847431', 'W2129696562', 'W2151692850', 'W2159310387', 'W2168696662', 'W2169929748', 'W2328176404', 'W3142322755', 'W4213170592', 'W4231449451', 'W4244325462', 'W4254275792']"
W2121947440,Normalized cuts and image segmentation,2000,15571,"['W100944330', 'W1578099820', 'W1631603072', 'W1748744376', 'W1762089249', 'W1950703464', 'W1971784203', 'W1989042829', 'W2006132599', 'W2020999234', 'W2033334321', 'W2033852356', 'W2064969820', 'W2072211488', 'W2086465792', 'W2098800028', 'W2107940287', 'W2114030927', 'W2114487471', 'W2115738369', 'W2132603077', 'W2136120429', 'W2140000690', 'W2319660501', 'W2798909945', 'W2913192828', 'W4244769743', 'W6604134081', 'W6640676278']"
W2047968138,Visualization and analysis of atomistic simulation data with OVITO–the Open Visualization Tool,2009,15549,"['W1996132746', 'W2001656393', 'W2019465613', 'W2026258231', 'W2029667189', 'W2030304085', 'W2077818116', 'W2083222334', 'W2117024762', 'W2135827618', 'W2154069299']"
W1959608418,Auto-Encoding Variational Bayes,2013,15549,"['W177847060', 'W2059448777', 'W2080829915', 'W2097268041', 'W2103633133', 'W2119196781', 'W2135346645', 'W2145094598', 'W2163922914', 'W2166851633', 'W2171490498', 'W2405601855', 'W2951493172', 'W2963173382', 'W3104819538']"
W2106952837,Evidence based medicine: what it is and what it isn't,1996,15544,"['W1634787338', 'W1970878726', 'W1995565078', 'W2005556089', 'W2015112316', 'W2060589180', 'W2317992089', 'W2988239290']"
W2094642658,The influence of polarization functions on molecular orbital hydrogenation energies,1973,15538,"['W135867663', 'W1978476034', 'W1982568518', 'W1992581027', 'W2000846623', 'W2006998021', 'W2008190745', 'W2011079470', 'W2038529371', 'W2046412723', 'W2058363175', 'W2063589866', 'W2065989442', 'W2086146215', 'W2090128505', 'W2092004644', 'W3127918431']"
W2109228066,Principles and Procedures of Statistics: A Biometrical Approach,1980,15532,[]
W2253414912,GENEPOP (Version 1.2): Population Genetics Software for Exact Tests and Ecumenicism,1995,15532,[]
